"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","SHPRICE","TOT","IDX2015","M","2015-03",99.49988,
"ISR","SHPRICE","TOT","IDX2015","M","2015-04",105.0572,
"ISR","SHPRICE","TOT","IDX2015","M","2015-05",103.5375,
"ISR","SHPRICE","TOT","IDX2015","M","2015-06",102.8547,
"ISR","SHPRICE","TOT","IDX2015","M","2015-07",103.8529,
"ISR","SHPRICE","TOT","IDX2015","M","2015-08",105.9364,
"ISR","SHPRICE","TOT","IDX2015","M","2015-09",100.1656,
"ISR","SHPRICE","TOT","IDX2015","M","2015-10",96.34964,
"ISR","SHPRICE","TOT","IDX2015","M","2015-11",98.28656,
"ISR","SHPRICE","TOT","IDX2015","M","2015-12",98.61983,
"ISR","SHPRICE","TOT","IDX2015","M","2016-01",95.92754,
"ISR","SHPRICE","TOT","IDX2015","M","2016-02",90.88602,
"ISR","SHPRICE","TOT","IDX2015","M","2016-03",91.95756,
"ISR","SHPRICE","TOT","IDX2015","M","2016-04",91.71799,
"ISR","SHPRICE","TOT","IDX2015","M","2016-05",88.25809,
"ISR","SHPRICE","TOT","IDX2015","M","2016-06",89.80389,
"ISR","SHPRICE","TOT","IDX2015","M","2016-07",91.55338,
"ISR","SHPRICE","TOT","IDX2015","M","2016-08",93.21651,
"ISR","SHPRICE","TOT","IDX2015","M","2016-09",91.07018,
"ISR","SHPRICE","TOT","IDX2015","M","2016-10",88.52456,
"ISR","SHPRICE","TOT","IDX2015","M","2016-11",86.48334,
"ISR","SHPRICE","TOT","IDX2015","M","2016-12",87.30064,
"ISR","SHPRICE","TOT","IDX2015","M","2017-01",86.98611,
"ISR","SHPRICE","TOT","IDX2015","M","2017-02",87.96149,
"ISR","SHPRICE","TOT","IDX2015","M","2017-03",87.92482,
"ISR","SHPRICE","TOT","IDX2015","M","2017-04",86.55749,
"ISR","SHPRICE","TOT","IDX2015","M","2017-05",88.23854,
"ISR","SHPRICE","TOT","IDX2015","M","2017-06",88.0772,
"ISR","SHPRICE","TOT","IDX2015","M","2017-07",88.90428,
"ISR","SHPRICE","TOT","IDX2015","M","2017-08",81.85739,
"ISR","SHPRICE","TOT","IDX2015","M","2017-09",82.12222,
"ISR","SHPRICE","TOT","IDX2015","M","2017-10",83.80653,
"ISR","SHPRICE","TOT","IDX2015","M","2017-11",82.20533,
"ISR","SHPRICE","TOT","IDX2015","M","2017-12",84.88132,
"ISR","SHPRICE","TOT","IDX2015","M","2018-01",89.38912,
"ISR","SHPRICE","TOT","IDX2015","M","2018-02",86.72372,
"ISR","SHPRICE","TOT","IDX2015","M","2018-03",85.41669,
"ISR","SHPRICE","TOT","IDX2015","M","2018-04",84.24899,
"ISR","SHPRICE","TOT","IDX2015","M","2018-05",85.99035,
"ISR","SHPRICE","TOT","IDX2015","M","2018-06",88.34122,
"ISR","SHPRICE","TOT","IDX2015","M","2018-07",88.22306,
"ISR","SHPRICE","TOT","IDX2015","M","2018-08",90.97321,
"ISR","SHPRICE","TOT","IDX2015","M","2018-09",93.4463,
"ISR","SHPRICE","TOT","IDX2015","M","2018-10",91.57213,
"ISR","SHPRICE","TOT","IDX2015","M","2018-11",93.04702,
"ISR","SHPRICE","TOT","IDX2015","M","2018-12",87.43102,
"ISR","SHPRICE","TOT","IDX2015","M","2019-01",86.498,
"ISR","SHPRICE","TOT","IDX2015","M","2019-02",89.3932,
"ISR","SHPRICE","TOT","IDX2015","M","2019-03",88.75272,
"ISR","SHPRICE","TOT","IDX2015","M","2019-04",90.94794,
"ISR","SHPRICE","TOT","IDX2015","M","2019-05",89.51461,
"ISR","SHPRICE","TOT","IDX2015","M","2019-06",89.06562,
"ISR","SHPRICE","TOT","IDX2015","M","2019-07",90.99683,
"ISR","SHPRICE","TOT","IDX2015","M","2019-08",90.19583,
"ISR","SHPRICE","TOT","IDX2015","M","2019-09",91.50775,
"ISR","SHPRICE","TOT","IDX2015","M","2019-10",94.23916,
"ISR","SHPRICE","TOT","IDX2015","M","2019-11",96.72529,
"ISR","SHPRICE","TOT","IDX2015","M","2019-12",97.70882,
"ISR","SHPRICE","TOT","IDX2015","M","2020-01",99.8462,
"ISR","SHPRICE","TOT","IDX2015","M","2020-02",99.78915,
"ISR","SHPRICE","TOT","IDX2015","M","2020-03",77.31781,
"ISR","SHPRICE","TOT","IDX2015","M","2020-04",81.29432,
"ISR","SHPRICE","TOT","IDX2015","M","2020-05",85.71574,
"ISR","SHPRICE","TOT","IDX2015","M","2020-06",84.80228,
"ISR","SHPRICE","TOT","IDX2015","M","2020-07",84.05343,
"ISR","SHPRICE","TOT","IDX2015","M","2020-08",88.1432,
"ISR","SHPRICE","TOT","IDX2015","M","2020-09",84.10802,
"ISR","SHPRICE","TOT","IDX2015","M","2020-10",86.80602,
"ISR","SHPRICE","TOT","IDX2015","M","2020-11",91.38226,
"ISR","SHPRICE","TOT","IDX2015","M","2020-12",95.13387,
"ISR","SHPRICE","TOT","IDX2015","M","2021-01",101.5256,
"ISR","SHPRICE","TOT","IDX2015","M","2021-02",102.422,
"ISR","SHPRICE","TOT","IDX2015","M","2021-03",101.7081,
"ISR","SHPRICE","TOT","IDX2015","M","2021-04",105.5144,
"ISR","SHPRICE","TOT","IDX2015","M","2021-05",108.711,
"ISR","SHPRICE","TOT","IDX2015","M","2021-06",109.917,
"ISR","SHPRICE","TOT","IDX2015","M","2021-07",108.711,
"ISR","SHPRICE","TOT","IDX2015","M","2021-08",110.4475,
"ISR","SHPRICE","TOT","IDX2015","M","2021-09",115.0808,
"ISR","SHPRICE","TOT","IDX2015","M","2021-10",117.6313,
"ISR","SHPRICE","TOT","IDX2015","M","2021-11",123.2595,
"ISR","SHPRICE","TOT","IDX2015","M","2021-12",124.6619,
"ISR","SHPRICE","TOT","IDX2015","M","2022-01",129.4687,
"ISR","SHPRICE","TOT","IDX2015","M","2022-02",128.3613,
"ISR","SHPRICE","TOT","IDX2015","M","2022-03",127.7429,
"ISR","SHPRICE","TOT","IDX2015","M","2022-04",131.1123,
"ISR","SHPRICE","TOT","IDX2015","M","2022-05",120.9388,
"ISR","SHPRICE","TOT","IDX2015","M","2022-06",116.6184,
"ISR","SHPRICE","TOT","IDX2015","M","2022-07",119.0736,
"ISR","SHPRICE","TOT","IDX2015","M","2022-08",126.1946,
"ISR","SHPRICE","TOT","IDX2015","M","2022-09",121.8042,
"ISR","SHPRICE","TOT","IDX2015","M","2022-10",116.3031,
"ISR","SHPRICE","TOT","IDX2015","M","2022-11",115.8867,
"ISR","SHPRICE","TOT","IDX2015","M","2022-12",110.1175,
"ISR","SHPRICE","TOT","IDX2015","M","2023-01",110.1509,
"ISR","SHPRICE","TOT","IDX2015","M","2023-02",107.5254,
"ISR","SHPRICE","TOT","IDX2015","M","2023-03",103.1097,
"ISR","SHPRICE","TOT","IDX2015","M","2023-04",102.9769,
"ISR","SHPRICE","TOT","IDX2015","M","2023-05",106.7171,
"ISR","SHPRICE","TOT","IDX2015","M","2023-06",108.0152,
"ISR","SHPRICE","TOT","IDX2015","M","2023-07",110.8517,
"ISR","SHPRICE","TOT","IDX2015","M","2023-08",112.2695,
"ISR","SHPRICE","TOT","IDX2015","M","2023-09",111.8222,
"LVA","SHPRICE","TOT","IDX2015","M","2013-10",93.74643,
"LVA","SHPRICE","TOT","IDX2015","M","2013-11",93.69193,
"LVA","SHPRICE","TOT","IDX2015","M","2013-12",95.09229,
"LVA","SHPRICE","TOT","IDX2015","M","2014-01",99.36463,
"LVA","SHPRICE","TOT","IDX2015","M","2014-02",100.2891,
"LVA","SHPRICE","TOT","IDX2015","M","2014-03",89.70258,
"LVA","SHPRICE","TOT","IDX2015","M","2014-04",88.32109,
"LVA","SHPRICE","TOT","IDX2015","M","2014-05",89.71097,
"LVA","SHPRICE","TOT","IDX2015","M","2014-06",92.92676,
"LVA","SHPRICE","TOT","IDX2015","M","2014-07",94.35647,
"LVA","SHPRICE","TOT","IDX2015","M","2014-08",90.00236,
"LVA","SHPRICE","TOT","IDX2015","M","2014-09",89.54536,
"LVA","SHPRICE","TOT","IDX2015","M","2014-10",88.2037,
"LVA","SHPRICE","TOT","IDX2015","M","2014-11",88.05695,
"LVA","SHPRICE","TOT","IDX2015","M","2014-12",87.07586,
"LVA","SHPRICE","TOT","IDX2015","M","2015-01",87.54125,
"LVA","SHPRICE","TOT","IDX2015","M","2015-02",88.38608,
"LVA","SHPRICE","TOT","IDX2015","M","2015-03",88.92484,
"LVA","SHPRICE","TOT","IDX2015","M","2015-04",90.5516,
"LVA","SHPRICE","TOT","IDX2015","M","2015-05",92.6186,
"LVA","SHPRICE","TOT","IDX2015","M","2015-06",92.98126,
"LVA","SHPRICE","TOT","IDX2015","M","2015-07",92.26221,
"LVA","SHPRICE","TOT","IDX2015","M","2015-08",92.26012,
"LVA","SHPRICE","TOT","IDX2015","M","2015-09",107.5257,
"LVA","SHPRICE","TOT","IDX2015","M","2015-10",120.3805,
"LVA","SHPRICE","TOT","IDX2015","M","2015-11",124.5417,
"LVA","SHPRICE","TOT","IDX2015","M","2015-12",122.0261,
"LVA","SHPRICE","TOT","IDX2015","M","2016-01",125.3258,
"LVA","SHPRICE","TOT","IDX2015","M","2016-02",129.0782,
"LVA","SHPRICE","TOT","IDX2015","M","2016-03",130.6945,
"LVA","SHPRICE","TOT","IDX2015","M","2016-04",130.2794,
"LVA","SHPRICE","TOT","IDX2015","M","2016-05",132.7133,
"LVA","SHPRICE","TOT","IDX2015","M","2016-06",133.0361,
"LVA","SHPRICE","TOT","IDX2015","M","2016-07",132.8286,
"LVA","SHPRICE","TOT","IDX2015","M","2016-08",133.8118,
"LVA","SHPRICE","TOT","IDX2015","M","2016-09",145.5744,
"LVA","SHPRICE","TOT","IDX2015","M","2016-10",150.354,
"LVA","SHPRICE","TOT","IDX2015","M","2016-11",152.2072,
"LVA","SHPRICE","TOT","IDX2015","M","2016-12",154.3056,
"LVA","SHPRICE","TOT","IDX2015","M","2017-01",155.6724,
"LVA","SHPRICE","TOT","IDX2015","M","2017-02",156.3517,
"LVA","SHPRICE","TOT","IDX2015","M","2017-03",161.3431,
"LVA","SHPRICE","TOT","IDX2015","M","2017-04",166.9319,
"LVA","SHPRICE","TOT","IDX2015","M","2017-05",174.3446,
"LVA","SHPRICE","TOT","IDX2015","M","2017-06",189.1637,
"LVA","SHPRICE","TOT","IDX2015","M","2017-07",205.97,
"LVA","SHPRICE","TOT","IDX2015","M","2017-08",211.2361,
"LVA","SHPRICE","TOT","IDX2015","M","2017-09",208.7477,
"LVA","SHPRICE","TOT","IDX2015","M","2017-10",211.6931,
"LVA","SHPRICE","TOT","IDX2015","M","2017-11",216.7767,
"LVA","SHPRICE","TOT","IDX2015","M","2017-12",212.148,
"LVA","SHPRICE","TOT","IDX2015","M","2018-01",215.368,
"LVA","SHPRICE","TOT","IDX2015","M","2018-02",213.5965,
"LVA","SHPRICE","TOT","IDX2015","M","2018-03",217.3343,
"LVA","SHPRICE","TOT","IDX2015","M","2018-04",218.6718,
"LVA","SHPRICE","TOT","IDX2015","M","2018-05",220.2797,
"LVA","SHPRICE","TOT","IDX2015","M","2018-06",219.8395,
"LVA","SHPRICE","TOT","IDX2015","M","2018-07",215.7893,
"LVA","SHPRICE","TOT","IDX2015","M","2018-08",209.4437,
"LVA","SHPRICE","TOT","IDX2015","M","2018-09",204.0812,
"LVA","SHPRICE","TOT","IDX2015","M","2018-10",200.2449,
"LVA","SHPRICE","TOT","IDX2015","M","2018-11",198.8697,
"LVA","SHPRICE","TOT","IDX2015","M","2018-12",199.1234,
"LVA","SHPRICE","TOT","IDX2015","M","2019-01",203.0729,
"LVA","SHPRICE","TOT","IDX2015","M","2019-02",207.9511,
"LVA","SHPRICE","TOT","IDX2015","M","2019-03",205.2552,
"LVA","SHPRICE","TOT","IDX2015","M","2019-04",209.8588,
"LVA","SHPRICE","TOT","IDX2015","M","2019-05",215.5084,
"LVA","SHPRICE","TOT","IDX2015","M","2019-06",219.699,
"LVA","SHPRICE","TOT","IDX2015","M","2019-07",215.217,
"LVA","SHPRICE","TOT","IDX2015","M","2019-08",216.414,
"LVA","SHPRICE","TOT","IDX2015","M","2019-09",214.8229,
"LVA","SHPRICE","TOT","IDX2015","M","2019-10",216.3323,
"LVA","SHPRICE","TOT","IDX2015","M","2019-11",215.303,
"LVA","SHPRICE","TOT","IDX2015","M","2019-12",216.8522,
"LVA","SHPRICE","TOT","IDX2015","M","2020-01",217.1394,
"LVA","SHPRICE","TOT","IDX2015","M","2020-02",219.8541,
"LVA","SHPRICE","TOT","IDX2015","M","2020-03",194.9538,
"LVA","SHPRICE","TOT","IDX2015","M","2020-04",205.708,
"LVA","SHPRICE","TOT","IDX2015","M","2020-05",214.2233,
"LVA","SHPRICE","TOT","IDX2015","M","2020-06",218.0471,
"LVA","SHPRICE","TOT","IDX2015","M","2020-07",221.4075,
"LVA","SHPRICE","TOT","IDX2015","M","2020-08",225.9042,
"LVA","SHPRICE","TOT","IDX2015","M","2020-09",233.0003,
"LVA","SHPRICE","TOT","IDX2015","M","2020-10",234.8556,
"LVA","SHPRICE","TOT","IDX2015","M","2020-11",234.4929,
"LVA","SHPRICE","TOT","IDX2015","M","2020-12",235.9981,
"LVA","SHPRICE","TOT","IDX2015","M","2021-01",243.4254,
"LVA","SHPRICE","TOT","IDX2015","M","2021-02",245.2115,
"LVA","SHPRICE","TOT","IDX2015","M","2021-03",234.5747,
"LVA","SHPRICE","TOT","IDX2015","M","2021-04",236.6668,
"LVA","SHPRICE","TOT","IDX2015","M","2021-05",240.3124,
"LVA","SHPRICE","TOT","IDX2015","M","2021-06",252.2426,
"LVA","SHPRICE","TOT","IDX2015","M","2021-07",258.1103,
"LVA","SHPRICE","TOT","IDX2015","M","2021-08",264.8941,
"LVA","SHPRICE","TOT","IDX2015","M","2021-09",270.2104,
"LVA","SHPRICE","TOT","IDX2015","M","2021-10",269.4809,
"LVA","SHPRICE","TOT","IDX2015","M","2021-11",268.2797,
"LVA","SHPRICE","TOT","IDX2015","M","2021-12",266.2903,
"LVA","SHPRICE","TOT","IDX2015","M","2022-01",267.2609,
"LVA","SHPRICE","TOT","IDX2015","M","2022-02",263.3323,
"LVA","SHPRICE","TOT","IDX2015","M","2022-03",236.3167,
"LVA","SHPRICE","TOT","IDX2015","M","2022-04",223.1014,
"LVA","SHPRICE","TOT","IDX2015","M","2022-05",215.4602,
"LVA","SHPRICE","TOT","IDX2015","M","2022-06",233.7634,
"LVA","SHPRICE","TOT","IDX2015","M","2022-07",238.3397,
"LVA","SHPRICE","TOT","IDX2015","M","2022-08",237.4362,
"LVA","SHPRICE","TOT","IDX2015","M","2022-09",230.3904,
"LVA","SHPRICE","TOT","IDX2015","M","2022-10",224.3005,
"LVA","SHPRICE","TOT","IDX2015","M","2022-11",231.5895,
"LVA","SHPRICE","TOT","IDX2015","M","2022-12",239.5011,
"LVA","SHPRICE","TOT","IDX2015","M","2023-01",246.6496,
"LVA","SHPRICE","TOT","IDX2015","M","2023-02",250.6976,
"LVA","SHPRICE","TOT","IDX2015","M","2023-03",248.203,
"LVA","SHPRICE","TOT","IDX2015","M","2023-04",242.4255,
"LVA","SHPRICE","TOT","IDX2015","M","2023-05",241.0712,
"LVA","SHPRICE","TOT","IDX2015","M","2023-06",247.1045,
"LVA","SHPRICE","TOT","IDX2015","M","2023-07",273.2208,
"LVA","SHPRICE","TOT","IDX2015","M","2023-08",294.5301,
"LVA","SHPRICE","TOT","IDX2015","M","2023-09",285.9225,
"RUS","SHPRICE","TOT","IDX2015","M","2013-10",89.37434,
"RUS","SHPRICE","TOT","IDX2015","M","2013-11",88.83167,
"RUS","SHPRICE","TOT","IDX2015","M","2013-12",87.67451,
"RUS","SHPRICE","TOT","IDX2015","M","2014-01",87.92625,
"RUS","SHPRICE","TOT","IDX2015","M","2014-02",87.61098,
"RUS","SHPRICE","TOT","IDX2015","M","2014-03",78.22362,
"RUS","SHPRICE","TOT","IDX2015","M","2014-04",79.46094,
"RUS","SHPRICE","TOT","IDX2015","M","2014-05",82.52455,
"RUS","SHPRICE","TOT","IDX2015","M","2014-06",88.26229,
"RUS","SHPRICE","TOT","IDX2015","M","2014-07",86.02455,
"RUS","SHPRICE","TOT","IDX2015","M","2014-08",83.37001,
"RUS","SHPRICE","TOT","IDX2015","M","2014-09",85.60004,
"RUS","SHPRICE","TOT","IDX2015","M","2014-10",82.83507,
"RUS","SHPRICE","TOT","IDX2015","M","2014-11",89.90215,
"RUS","SHPRICE","TOT","IDX2015","M","2014-12",87.08731,
"RUS","SHPRICE","TOT","IDX2015","M","2015-01",92.73896,
"RUS","SHPRICE","TOT","IDX2015","M","2015-02",104.2222,
"RUS","SHPRICE","TOT","IDX2015","M","2015-03",98.55032,
"RUS","SHPRICE","TOT","IDX2015","M","2015-04",99.59587,
"RUS","SHPRICE","TOT","IDX2015","M","2015-05",99.54006,
"RUS","SHPRICE","TOT","IDX2015","M","2015-06",97.98748,
"RUS","SHPRICE","TOT","IDX2015","M","2015-07",96.65457,
"RUS","SHPRICE","TOT","IDX2015","M","2015-08",100.2098,
"RUS","SHPRICE","TOT","IDX2015","M","2015-09",100.2466,
"RUS","SHPRICE","TOT","IDX2015","M","2015-10",101.0256,
"RUS","SHPRICE","TOT","IDX2015","M","2015-11",105.6625,
"RUS","SHPRICE","TOT","IDX2015","M","2015-12",103.5661,
"RUS","SHPRICE","TOT","IDX2015","M","2016-01",101.3913,
"RUS","SHPRICE","TOT","IDX2015","M","2016-02",105.3111,
"RUS","SHPRICE","TOT","IDX2015","M","2016-03",111.3314,
"RUS","SHPRICE","TOT","IDX2015","M","2016-04",113.6541,
"RUS","SHPRICE","TOT","IDX2015","M","2016-05",113.3388,
"RUS","SHPRICE","TOT","IDX2015","M","2016-06",112.6429,
"RUS","SHPRICE","TOT","IDX2015","M","2016-07",114.0976,
"RUS","SHPRICE","TOT","IDX2015","M","2016-08",116.6049,
"RUS","SHPRICE","TOT","IDX2015","M","2016-09",119.0676,
"RUS","SHPRICE","TOT","IDX2015","M","2016-10",117.4004,
"RUS","SHPRICE","TOT","IDX2015","M","2016-11",120.7591,
"RUS","SHPRICE","TOT","IDX2015","M","2016-12",130.3513,
"RUS","SHPRICE","TOT","IDX2015","M","2017-01",131.144,
"RUS","SHPRICE","TOT","IDX2015","M","2017-02",127.6279,
"RUS","SHPRICE","TOT","IDX2015","M","2017-03",120.2592,
"RUS","SHPRICE","TOT","IDX2015","M","2017-04",117.5964,
"RUS","SHPRICE","TOT","IDX2015","M","2017-05",117.4729,
"RUS","SHPRICE","TOT","IDX2015","M","2017-06",110.7205,
"RUS","SHPRICE","TOT","IDX2015","M","2017-07",114.8308,
"RUS","SHPRICE","TOT","IDX2015","M","2017-08",116.6434,
"RUS","SHPRICE","TOT","IDX2015","M","2017-09",121.5339,
"RUS","SHPRICE","TOT","IDX2015","M","2017-10",123.4618,
"RUS","SHPRICE","TOT","IDX2015","M","2017-11",126.8311,
"RUS","SHPRICE","TOT","IDX2015","M","2017-12",125.7618,
"RUS","SHPRICE","TOT","IDX2015","M","2018-01",133.5022,
"RUS","SHPRICE","TOT","IDX2015","M","2018-02",135.1872,
"RUS","SHPRICE","TOT","IDX2015","M","2018-03",135.8148,
"RUS","SHPRICE","TOT","IDX2015","M","2018-04",132.592,
"RUS","SHPRICE","TOT","IDX2015","M","2018-05",137.2925,
"RUS","SHPRICE","TOT","IDX2015","M","2018-06",134.5923,
"RUS","SHPRICE","TOT","IDX2015","M","2018-07",137.2106,
"RUS","SHPRICE","TOT","IDX2015","M","2018-08",136.3123,
"RUS","SHPRICE","TOT","IDX2015","M","2018-09",141.4112,
"RUS","SHPRICE","TOT","IDX2015","M","2018-10",141.7277,
"RUS","SHPRICE","TOT","IDX2015","M","2018-11",141.2028,
"RUS","SHPRICE","TOT","IDX2015","M","2018-12",140.8371,
"RUS","SHPRICE","TOT","IDX2015","M","2019-01",145.1813,
"RUS","SHPRICE","TOT","IDX2015","M","2019-02",148.334,
"RUS","SHPRICE","TOT","IDX2015","M","2019-03",147.5081,
"RUS","SHPRICE","TOT","IDX2015","M","2019-04",151.8875,
"RUS","SHPRICE","TOT","IDX2015","M","2019-05",153.6502,
"RUS","SHPRICE","TOT","IDX2015","M","2019-06",163.1949,
"RUS","SHPRICE","TOT","IDX2015","M","2019-07",163.8278,
"RUS","SHPRICE","TOT","IDX2015","M","2019-08",158.7295,
"RUS","SHPRICE","TOT","IDX2015","M","2019-09",165.5959,
"RUS","SHPRICE","TOT","IDX2015","M","2019-10",164.6691,
"RUS","SHPRICE","TOT","IDX2015","M","2019-11",174.8586,
"RUS","SHPRICE","TOT","IDX2015","M","2019-12",177.2572,
"RUS","SHPRICE","TOT","IDX2015","M","2020-01",185.472,
"RUS","SHPRICE","TOT","IDX2015","M","2020-02",182.0147,
"RUS","SHPRICE","TOT","IDX2015","M","2020-03",146.899,
"RUS","SHPRICE","TOT","IDX2015","M","2020-04",153.7048,
"RUS","SHPRICE","TOT","IDX2015","M","2020-05",159.1226,
"RUS","SHPRICE","TOT","IDX2015","M","2020-06",164.2808,
"RUS","SHPRICE","TOT","IDX2015","M","2020-07",167.424,
"RUS","SHPRICE","TOT","IDX2015","M","2020-08",178.6958,
"RUS","SHPRICE","TOT","IDX2015","M","2020-09",173.5696,
"RUS","SHPRICE","TOT","IDX2015","M","2020-10",166.873,
"RUS","SHPRICE","TOT","IDX2015","M","2020-11",178.3895,
"RUS","SHPRICE","TOT","IDX2015","M","2020-12",192.07,
"RUS","SHPRICE","TOT","IDX2015","M","2021-01",202.1491,
"RUS","SHPRICE","TOT","IDX2015","M","2021-02",202.326,
"RUS","SHPRICE","TOT","IDX2015","M","2021-03",206.6602,
"RUS","SHPRICE","TOT","IDX2015","M","2021-04",210.9932,
"RUS","SHPRICE","TOT","IDX2015","M","2021-05",217.3929,
"RUS","SHPRICE","TOT","IDX2015","M","2021-06",226.8492,
"RUS","SHPRICE","TOT","IDX2015","M","2021-07",225.9087,
"RUS","SHPRICE","TOT","IDX2015","M","2021-08",229.5637,
"RUS","SHPRICE","TOT","IDX2015","M","2021-09",239.1843,
"RUS","SHPRICE","TOT","IDX2015","M","2021-10",250.6575,
"RUS","SHPRICE","TOT","IDX2015","M","2021-11",242.0491,
"RUS","SHPRICE","TOT","IDX2015","M","2021-12",223.3777,
"RUS","SHPRICE","TOT","IDX2015","M","2022-01",212.8919,
"RUS","SHPRICE","TOT","IDX2015","M","2022-02",195.1443,
"RUS","SHPRICE","TOT","IDX2015","M","2022-03",147.4411,
"RUS","SHPRICE","TOT","IDX2015","M","2022-04",146.3326,
"RUS","SHPRICE","TOT","IDX2015","M","2022-05",141.4041,
"RUS","SHPRICE","TOT","IDX2015","M","2022-06",138.8635,
"RUS","SHPRICE","TOT","IDX2015","M","2022-07",127.6944,
"RUS","SHPRICE","TOT","IDX2015","M","2022-08",130.2979,
"RUS","SHPRICE","TOT","IDX2015","M","2022-09",135.1504,
"RUS","SHPRICE","TOT","IDX2015","M","2022-10",120.7657,
"RUS","SHPRICE","TOT","IDX2015","M","2022-11",130.3549,
"RUS","SHPRICE","TOT","IDX2015","M","2022-12",128.0222,
"RUS","SHPRICE","TOT","IDX2015","M","2023-01",129.4453,
"RUS","SHPRICE","TOT","IDX2015","M","2023-02",132.2429,
"RUS","SHPRICE","TOT","IDX2015","M","2023-03",139.1123,
"RUS","SHPRICE","TOT","IDX2015","M","2023-04",152.705,
"RUS","SHPRICE","TOT","IDX2015","M","2023-05",155.2028,
"RUS","SHPRICE","TOT","IDX2015","M","2023-06",163.8616,
"RUS","SHPRICE","TOT","IDX2015","M","2023-07",172.6642,
"RUS","SHPRICE","TOT","IDX2015","M","2023-08",186.0556,
"RUS","SHPRICE","TOT","IDX2015","M","2023-09",186.0687,
"SVN","SHPRICE","TOT","IDX2015","M","2013-10",82.23289,
"SVN","SHPRICE","TOT","IDX2015","M","2013-11",86.33092,
"SVN","SHPRICE","TOT","IDX2015","M","2013-12",85.66355,
"SVN","SHPRICE","TOT","IDX2015","M","2014-01",92.44717,
"SVN","SHPRICE","TOT","IDX2015","M","2014-02",93.80737,
"SVN","SHPRICE","TOT","IDX2015","M","2014-03",94.82585,
"SVN","SHPRICE","TOT","IDX2015","M","2014-04",101.3535,
"SVN","SHPRICE","TOT","IDX2015","M","2014-05",101.8453,
"SVN","SHPRICE","TOT","IDX2015","M","2014-06",107.2459,
"SVN","SHPRICE","TOT","IDX2015","M","2014-07",106.0399,
"SVN","SHPRICE","TOT","IDX2015","M","2014-08",107.8075,
"SVN","SHPRICE","TOT","IDX2015","M","2014-09",110.5466,
"SVN","SHPRICE","TOT","IDX2015","M","2014-10",109.1007,
"SVN","SHPRICE","TOT","IDX2015","M","2014-11",109.4089,
"SVN","SHPRICE","TOT","IDX2015","M","2014-12",104.5537,
"SVN","SHPRICE","TOT","IDX2015","M","2015-01",105.1259,
"SVN","SHPRICE","TOT","IDX2015","M","2015-02",104.8083,
"SVN","SHPRICE","TOT","IDX2015","M","2015-03",107.5957,
"SVN","SHPRICE","TOT","IDX2015","M","2015-04",109.0859,
"SVN","SHPRICE","TOT","IDX2015","M","2015-05",107.8168,
"SVN","SHPRICE","TOT","IDX2015","M","2015-06",102.3492,
"SVN","SHPRICE","TOT","IDX2015","M","2015-07",98.59155,
"SVN","SHPRICE","TOT","IDX2015","M","2015-08",97.13217,
"SVN","SHPRICE","TOT","IDX2015","M","2015-09",90.17569,
"SVN","SHPRICE","TOT","IDX2015","M","2015-10",90.96903,
"SVN","SHPRICE","TOT","IDX2015","M","2015-11",93.85561,
"SVN","SHPRICE","TOT","IDX2015","M","2015-12",92.49407,
"SVN","SHPRICE","TOT","IDX2015","M","2016-01",91.22231,
"SVN","SHPRICE","TOT","IDX2015","M","2016-02",90.80018,
"SVN","SHPRICE","TOT","IDX2015","M","2016-03",95.06841,
"SVN","SHPRICE","TOT","IDX2015","M","2016-04",96.21822,
"SVN","SHPRICE","TOT","IDX2015","M","2016-05",95.18366,
"SVN","SHPRICE","TOT","IDX2015","M","2016-06",92.16574,
"SVN","SHPRICE","TOT","IDX2015","M","2016-07",94.06065,
"SVN","SHPRICE","TOT","IDX2015","M","2016-08",96.59211,
"SVN","SHPRICE","TOT","IDX2015","M","2016-09",98.92925,
"SVN","SHPRICE","TOT","IDX2015","M","2016-10",98.77113,
"SVN","SHPRICE","TOT","IDX2015","M","2016-11",96.34017,
"SVN","SHPRICE","TOT","IDX2015","M","2016-12",94.45464,
"SVN","SHPRICE","TOT","IDX2015","M","2017-01",98.39723,
"SVN","SHPRICE","TOT","IDX2015","M","2017-02",102.0316,
"SVN","SHPRICE","TOT","IDX2015","M","2017-03",105.8375,
"SVN","SHPRICE","TOT","IDX2015","M","2017-04",104.4773,
"SVN","SHPRICE","TOT","IDX2015","M","2017-05",105.0495,
"SVN","SHPRICE","TOT","IDX2015","M","2017-06",106.2194,
"SVN","SHPRICE","TOT","IDX2015","M","2017-07",107.7606,
"SVN","SHPRICE","TOT","IDX2015","M","2017-08",108.8782,
"SVN","SHPRICE","TOT","IDX2015","M","2017-09",107.8946,
"SVN","SHPRICE","TOT","IDX2015","M","2017-10",107.9508,
"SVN","SHPRICE","TOT","IDX2015","M","2017-11",105.5306,
"SVN","SHPRICE","TOT","IDX2015","M","2017-12",105.7021,
"SVN","SHPRICE","TOT","IDX2015","M","2018-01",110.1808,
"SVN","SHPRICE","TOT","IDX2015","M","2018-02",109.3861,
"SVN","SHPRICE","TOT","IDX2015","M","2018-03",109.8109,
"SVN","SHPRICE","TOT","IDX2015","M","2018-04",111.5879,
"SVN","SHPRICE","TOT","IDX2015","M","2018-05",117.7912,
